Number;Unit;Year;Mark
518;HERBO4;3;A
518;CHARM5;3;E
518;HERBO1;1;A
518;HERBO2;1;A
518;HERBO3;2;A
518;CHARM4;2;A
518;TRANS5;3;A
518;ASTRO3;2;A
518;TRANS1;1;E
518;ASTRO2;1;E
518;HERBO5;3;E
518;CHARM2;1;A
518;DATDA1;1;A
518;ASTRO4;2;A
518;POTIO3;2;A
518;DATDA4;3;A
519;ASTRO1;1;A
519;TRANS4;3;A
519;POTIO1;3;A
519;CHARM1;1;A
519;TRANS2;3;E
519;POTIO4;4;E
519;POTIO5;3;A
519;CHARM3;2;A
519;DATDA5;4;A
519;ASTRO5;3;A
519;TRANS3;2;A
519;DATDA3;2;A
519;DATDA2;1;A
519;POTIO2;4;E
519;HERBO4;3;A
519;CHARM5;3;A
519;HERBO1;1;A
519;HERBO2;3;A
519;HERBO3;2;A
519;CHARM4;2;E
519;TRANS5;3;E
519;ASTRO3;2;A
519;TRANS1;1;A
519;ASTRO2;1;A
519;HERBO5;4;E
519;CHARM2;1;A
519;DATDA1;1;A
519;ASTRO4;2;A
519;POTIO3;2;A
519;DATDA4;3;A
520;ASTRO1;2;A
520;TRANS4;4;A
520;POTIO1;2;A
520;CHARM1;1;A
520;TRANS2;4;A
520;POTIO4;4;E
520;POTIO5;4;A
520;CHARM3;3;E
520;DATDA5;4;A
520;ASTRO5;4;E
520;TRANS3;3;E
520;DATDA3;3;A
520;DATDA2;2;A
520;POTIO2;4;A
520;HERBO4;4;A
520;CHARM5;4;A
520;HERBO1;1;A
520;HERBO2;1;A
520;HERBO3;3;E
520;CHARM4;3;O
520;TRANS5;4;E
520;ASTRO3;3;A
520;TRANS1;1;A
520;ASTRO2;1;A
520;HERBO5;4;O
520;CHARM2;2;A
520;DATDA1;1;A
520;ASTRO4;3;A
520;POTIO3;3;A
520;DATDA4;4;A
522;ASTRO1;1;A
522;TRANS4;4;E
522;POTIO1;1;E
522;CHARM1;1;A
522;TRANS2;3;E
522;POTIO4;4;E
522;POTIO5;4;E
522;CHARM3;2;A
522;DATDA5;3;A
522;ASTRO5;3;A
522;TRANS3;3;A
522;DATDA3;2;A
522;DATDA2;1;A
522;POTIO2;4;A
522;HERBO4;3;E
522;CHARM5;3;A
522;HERBO1;1;E
522;HERBO2;1;E
522;HERBO3;3;A
522;CHARM4;3;E
522;TRANS5;4;E
522;ASTRO3;2;A
522;TRANS1;1;E
522;ASTRO2;1;E
522;HERBO5;4;O
522;CHARM2;1;O
522;DATDA1;1;E
522;ASTRO4;2;A
522;POTIO3;2;A
522;DATDA4;4;A
523;ASTRO1;1;A
523;TRANS4;3;A
523;POTIO1;2;A
523;CHARM1;1;A
523;TRANS2;2;A
523;POTIO4;3;A
523;POTIO5;4;A
523;CHARM3;2;A
523;DATDA5;3;A
523;ASTRO5;3;A
523;TRANS3;2;A
523;DATDA3;2;E
523;DATDA2;1;A
523;POTIO2;4;A
523;HERBO4;3;A
523;CHARM5;3;A
523;HERBO1;1;A
523;HERBO2;1;A
523;HERBO3;2;A
523;CHARM4;2;E
523;TRANS5;3;E
523;ASTRO3;2;A
523;TRANS1;1;A
523;ASTRO2;1;E
523;HERBO5;3;E
523;CHARM2;1;O
523;DATDA1;1;E
523;ASTRO4;4;A
523;POTIO3;2;A
523;DATDA4;3;A
524;ASTRO1;1;A
524;TRANS4;3;A
524;POTIO1;1;A
524;CHARM1;1;A
524;TRANS2;2;E
524;POTIO4;3;A
524;POTIO5;3;A
524;CHARM3;2;A
524;DATDA5;4;A
524;ASTRO5;3;A
524;TRANS3;2;A
524;DATDA3;2;E
524;DATDA2;1;A
524;POTIO2;3;A
524;HERBO4;3;A
524;CHARM5;3;A
524;HERBO1;1;A
524;HERBO2;1;E
524;HERBO3;2;A
524;CHARM4;2;A
524;TRANS5;3;E
524;ASTRO3;2;E
524;TRANS1;1;E
524;ASTRO2;1;E
524;HERBO5;3;A
524;CHARM2;1;E
524;DATDA1;1;A
524;ASTRO4;2;A
524;POTIO3;2;E
524;DATDA4;3;A
526;ASTRO1;1;A
526;TRANS4;3;E
526;POTIO1;1;A
526;CHARM1;2;A
526;TRANS2;2;A
526;POTIO4;3;A
526;POTIO5;3;A
526;CHARM3;2;A
526;DATDA5;3;A
526;ASTRO5;3;A
526;TRANS3;3;A
526;DATDA3;3;A
526;DATDA2;1;A
526;POTIO2;4;A
526;HERBO4;3;A
526;CHARM5;3;A
526;HERBO1;1;A
526;HERBO2;1;E
526;HERBO3;2;E
526;CHARM4;2;A
526;TRANS5;3;E
526;ASTRO3;2;A
526;TRANS1;1;A
526;ASTRO2;2;A
526;HERBO5;3;O
526;CHARM2;1;A
526;DATDA1;3;A
526;ASTRO4;2;A
526;POTIO3;2;A
526;DATDA4;3;A
527;ASTRO1;1;A
527;TRANS4;3;E
527;POTIO1;1;A
527;CHARM1;1;A
527;TRANS2;4;A
527;POTIO4;3;A
527;POTIO5;3;A
527;CHARM3;2;A
527;DATDA5;3;A
527;ASTRO5;3;A
527;TRANS3;2;A
527;DATDA3;2;A
527;DATDA2;1;A
527;POTIO2;4;A
527;HERBO4;3;A
527;CHARM5;3;A
527;HERBO1;1;A
527;HERBO2;1;A
527;HERBO3;3;A
527;CHARM4;2;O
527;TRANS5;3;E
527;ASTRO3;2;A
527;TRANS1;1;A
527;ASTRO2;1;E
527;HERBO5;3;E
527;CHARM2;1;A
527;DATDA1;1;A
527;ASTRO4;2;A
527;POTIO3;2;A
527;DATDA4;3;A
528;ASTRO1;2;A
528;TRANS4;4;A
528;POTIO1;3;A
528;CHARM1;1;A
528;TRANS2;3;E
528;POTIO4;4;A
528;POTIO5;4;A
528;CHARM3;4;A
528;DATDA5;3;A
528;ASTRO5;3;A
528;TRANS3;3;A
528;DATDA3;3;A
528;DATDA2;1;A
528;POTIO2;4;A
528;HERBO4;4;A
528;CHARM5;3;A
528;HERBO1;1;A
528;HERBO2;1;A
528;HERBO3;3;E
528;CHARM4;3;E
528;TRANS5;3;A
528;ASTRO3;2;A
528;TRANS1;2;A
528;ASTRO2;1;E
528;HERBO5;4;E
528;CHARM2;1;A
528;DATDA1;1;A
528;ASTRO4;2;A
528;POTIO3;2;A
528;DATDA4;4;A
529;ASTRO1;1;A
529;TRANS4;4;A
529;POTIO1;2;A
529;CHARM1;2;A
529;TRANS2;3;A
529;POTIO4;4;A
529;POTIO5;4;A
529;CHARM3;3;A
529;DATDA5;4;A
529;ASTRO5;3;A
529;TRANS3;3;E
529;DATDA3;3;A
529;DATDA2;2;A
529;POTIO2;4;A
529;HERBO4;4;A
529;CHARM5;3;A
529;HERBO1;1;A
529;HERBO2;1;A
529;HERBO3;3;A
529;CHARM4;3;E
529;TRANS5;4;E
529;ASTRO3;3;A
529;TRANS1;1;A
529;ASTRO2;1;A
529;HERBO5;4;E
529;CHARM2;1;A
529;DATDA1;2;A
529;ASTRO4;2;A
529;POTIO3;3;A
529;DATDA4;4;A
530;ASTRO1;2;A
530;TRANS4;4;A
530;POTIO1;1;A
530;CHARM1;2;E
530;TRANS2;3;A
530;POTIO4;4;E
530;POTIO5;4;A
530;CHARM3;3;A
530;DATDA5;3;A
530;ASTRO5;3;A
530;TRANS3;2;A
530;DATDA3;3;A
530;DATDA2;2;A
530;POTIO2;4;A
530;HERBO4;4;A
530;CHARM5;3;A
530;HERBO1;1;A
530;HERBO2;1;A
530;HERBO3;3;A
530;CHARM4;2;A
530;TRANS5;4;E
530;ASTRO3;3;A
530;TRANS1;1;A
530;ASTRO2;1;A
530;HERBO5;4;A
530;CHARM2;2;E
530;DATDA1;2;A
530;ASTRO4;3;E
530;POTIO3;2;A
530;DATDA4;4;A
533;ASTRO1;2;A
533;TRANS4;3;E
533;POTIO1;2;A
533;CHARM1;1;E
533;TRANS2;2;E
533;POTIO4;3;E
533;POTIO5;3;A
533;CHARM3;2;A
533;DATDA5;3;O
533;ASTRO5;3;A
533;TRANS3;2;E
533;DATDA3;2;E
533;DATDA2;1;A
533;POTIO2;4;A
533;HERBO4;3;A
533;CHARM5;3;A
533;HERBO1;1;E
533;HERBO2;4;E
533;HERBO3;2;E
533;CHARM4;2;E
533;TRANS5;3;O
533;ASTRO3;2;A
533;TRANS1;1;A
533;ASTRO2;1;A
533;HERBO5;3;E
533;CHARM2;1;E
533;DATDA1;1;A
533;ASTRO4;2;A
533;POTIO3;2;E
533;DATDA4;3;A
535;ASTRO1;1;E
535;TRANS4;3;A
535;POTIO1;1;A
535;CHARM1;1;A
535;TRANS2;2;A
535;POTIO4;3;A
535;POTIO5;3;A
535;CHARM3;3;A
535;DATDA5;3;A
535;ASTRO5;3;A
535;TRANS3;2;A
535;DATDA3;2;A
535;DATDA2;1;A
535;POTIO2;4;A
535;HERBO4;3;E
535;CHARM5;3;A
535;HERBO1;1;O
535;HERBO2;1;A
535;HERBO3;3;A
535;CHARM4;2;O
535;TRANS5;3;E
535;ASTRO3;2;A
535;TRANS1;1;A
535;ASTRO2;1;A
535;HERBO5;3;E
535;CHARM2;1;O
535;DATDA1;1;A
535;ASTRO4;2;A
535;POTIO3;2;A
535;DATDA4;3;A
536;ASTRO1;1;A
536;TRANS4;3;A
536;POTIO1;1;A
536;CHARM1;1;E
536;TRANS2;2;E
536;POTIO4;4;E
536;POTIO5;3;A
536;CHARM3;3;A
536;DATDA5;3;O
536;ASTRO5;3;A
536;TRANS3;2;A
536;DATDA3;2;E
536;DATDA2;2;A
536;POTIO2;3;A
536;HERBO4;3;E
536;CHARM5;3;E
536;HERBO1;1;E
536;HERBO2;1;A
536;HERBO3;2;A
536;CHARM4;3;E
536;TRANS5;4;A
536;ASTRO3;2;A
536;TRANS1;1;E
536;ASTRO2;1;O
536;HERBO5;4;E
536;CHARM2;1;E
536;DATDA1;1;A
536;ASTRO4;2;A
536;POTIO3;2;A
536;DATDA4;3;A
537;ASTRO1;1;E
537;TRANS4;4;O
537;POTIO1;1;O
537;CHARM1;1;E
537;TRANS2;2;E
537;POTIO4;4;O
537;POTIO5;3;A
537;CHARM3;2;A
537;DATDA5;3;A
537;ASTRO5;3;A
537;TRANS3;3;E
537;DATDA3;2;E
537;DATDA2;1;A
537;POTIO2;4;E
537;HERBO4;3;A
537;CHARM5;3;E
537;HERBO1;1;O
537;HERBO2;1;E
537;HERBO3;2;A
537;CHARM4;3;E
537;TRANS5;4;E
537;ASTRO3;2;A
537;TRANS1;1;O
537;ASTRO2;1;E
537;HERBO5;4;O
537;CHARM2;1;O
537;DATDA1;1;O
537;ASTRO4;4;A
537;POTIO3;2;A
537;DATDA4;3;E
538;ASTRO1;1;A
538;TRANS4;4;A
538;POTIO1;1;A
538;CHARM1;2;A
538;TRANS2;2;A
538;POTIO4;3;E
538;POTIO5;3;A
538;CHARM3;2;A
538;DATDA5;3;E
538;ASTRO5;3;E
538;TRANS3;2;E
538;DATDA3;3;E
538;DATDA2;1;A
538;POTIO2;3;A
538;HERBO4;3;A
538;CHARM5;3;E
538;HERBO1;1;A
538;HERBO2;1;A
538;HERBO3;2;A
538;CHARM4;2;E
538;TRANS5;4;E
538;ASTRO3;2;E
538;TRANS1;1;E
538;ASTRO2;1;E
538;HERBO5;4;O
538;CHARM2;1;A
538;DATDA1;1;A
538;ASTRO4;2;A
538;POTIO3;2;E
538;DATDA4;4;E
539;ASTRO1;1;E
539;TRANS4;3;A
539;POTIO1;1;A
539;CHARM1;1;A
539;TRANS2;2;A
539;POTIO4;3;A
539;POTIO5;3;A
539;CHARM3;2;A
539;DATDA5;3;A
539;ASTRO5;3;A
539;TRANS3;2;A
539;DATDA3;3;E
539;DATDA2;1;A
539;POTIO2;4;E
539;HERBO4;3;E
539;CHARM5;3;A
539;HERBO1;1;E
539;HERBO2;1;E
539;HERBO3;2;E
539;CHARM4;2;A
539;TRANS5;3;E
539;ASTRO3;2;E
539;TRANS1;1;A
539;ASTRO2;1;A
539;HERBO5;3;O
539;CHARM2;1;E
539;DATDA1;1;A
539;ASTRO4;2;A
539;POTIO3;2;A
539;DATDA4;3;A
540;ASTRO1;1;E
540;TRANS4;4;E
540;POTIO1;2;A
540;CHARM1;2;A
540;TRANS2;3;E
540;POTIO4;4;A
540;POTIO5;4;E
540;CHARM3;2;A
540;DATDA5;3;A
540;ASTRO5;3;A
540;TRANS3;3;A
540;DATDA3;3;A
540;DATDA2;2;A
540;POTIO2;4;A
540;HERBO4;3;E
540;CHARM5;3;A
540;HERBO1;1;A
540;HERBO2;1;A
540;HERBO3;3;E
540;CHARM4;3;E
540;TRANS5;4;O
540;ASTRO3;2;E
540;TRANS1;1;E
540;ASTRO2;1;A
540;HERBO5;4;E
540;CHARM2;2;A
540;DATDA1;1;A
540;ASTRO4;2;A
540;POTIO3;2;A
540;DATDA4;3;A
541;ASTRO1;1;A
541;TRANS4;3;A
541;POTIO1;1;A
541;CHARM1;1;A
541;TRANS2;4;E
541;POTIO4;3;A
541;POTIO5;3;A
541;CHARM3;2;A
541;DATDA5;4;A
541;ASTRO5;3;A
541;TRANS3;3;A
541;DATDA3;2;A
541;DATDA2;2;A
541;POTIO2;4;A
541;HERBO4;3;A
541;CHARM5;4;A
541;HERBO1;1;E
541;HERBO2;1;E
541;HERBO3;2;A
541;CHARM4;3;E
541;TRANS5;4;E
541;ASTRO3;3;A
541;TRANS1;1;A
541;ASTRO2;1;A
541;HERBO5;4;E
541;CHARM2;1;E
541;DATDA1;2;A
541;ASTRO4;2;A
541;POTIO3;3;A
541;DATDA4;4;A
542;ASTRO1;1;A
542;TRANS4;3;A
542;POTIO1;1;A
542;CHARM1;1;E
542;TRANS2;2;A
542;POTIO4;3;A
542;POTIO5;4;A
542;CHARM3;3;A
542;DATDA5;3;A
542;ASTRO5;3;A
542;TRANS3;2;A
542;DATDA3;3;E
542;DATDA2;2;A
542;POTIO2;4;A
542;HERBO4;3;A
542;CHARM5;3;A
542;HERBO1;1;A
542;HERBO2;1;A
542;HERBO3;2;E
542;CHARM4;2;O
542;TRANS5;3;E
542;ASTRO3;2;A
542;TRANS1;1;A
542;ASTRO2;1;A
542;HERBO5;4;E
542;CHARM2;1;A
542;DATDA1;2;A
542;ASTRO4;2;A
542;POTIO3;2;A
542;DATDA4;3;A
543;ASTRO1;2;A
543;TRANS4;3;A
543;POTIO1;1;A
543;CHARM1;2;A
543;TRANS2;3;A
543;POTIO4;3;A
543;POTIO5;3;A
543;CHARM3;2;A
543;DATDA5;3;A
543;ASTRO5;3;A
543;TRANS3;2;A
543;DATDA3;2;A
543;DATDA2;1;A
543;POTIO2;4;A
543;HERBO4;3;A
543;CHARM5;3;A
543;HERBO1;1;E
543;HERBO2;1;O
543;HERBO3;2;E
543;CHARM4;2;E
543;TRANS5;3;O
543;ASTRO3;2;A
543;TRANS1;1;A
543;ASTRO2;1;A
543;HERBO5;4;E
543;CHARM2;1;A
543;DATDA1;3;A
543;ASTRO4;2;A
543;POTIO3;2;E
543;DATDA4;3;E
544;ASTRO1;1;A
544;TRANS4;3;O
544;POTIO1;1;A
544;CHARM1;1;A
544;TRANS2;2;A
544;POTIO4;3;A
544;POTIO5;3;A
544;CHARM3;2;A
544;DATDA5;3;A
544;ASTRO5;3;E
544;TRANS3;2;E
544;DATDA3;3;O
544;DATDA2;1;A
544;POTIO2;4;A
544;HERBO4;3;A
544;CHARM5;3;A
544;HERBO1;1;O
544;HERBO2;3;E
544;HERBO3;3;E
544;CHARM4;3;E
544;TRANS5;3;O
544;ASTRO3;2;A
544;TRANS1;1;E
544;ASTRO2;1;A
544;HERBO5;3;O
544;CHARM2;1;E
544;DATDA1;1;A
544;ASTRO4;2;A
544;POTIO3;2;A
544;DATDA4;3;A
545;ASTRO1;1;E
545;TRANS4;4;A
545;POTIO1;1;A
545;CHARM1;1;A
545;TRANS2;2;A
545;POTIO4;3;A
545;POTIO5;3;A
545;CHARM3;2;A
545;DATDA5;3;O
545;ASTRO5;3;E
545;TRANS3;2;A
545;DATDA3;3;E
545;DATDA2;2;E
545;POTIO2;3;A
545;HERBO4;3;E
545;CHARM5;3;E
545;HERBO1;1;A
545;HERBO2;1;A
545;HERBO3;2;A
545;CHARM4;2;A
545;TRANS5;3;E
545;ASTRO3;2;A
545;TRANS1;1;A
545;ASTRO2;1;A
545;HERBO5;4;O
545;CHARM2;1;A
545;DATDA1;1;A
545;ASTRO4;2;A
545;POTIO3;2;A
545;DATDA4;3;E
546;ASTRO1;2;E
546;TRANS4;4;E
546;POTIO1;1;A
546;CHARM1;1;O
546;TRANS2;3;E
546;POTIO4;4;E
546;POTIO5;4;A
546;CHARM3;3;A
546;DATDA5;4;E
546;ASTRO5;4;A
546;TRANS3;3;A
546;DATDA3;2;E
546;DATDA2;2;A
546;POTIO2;4;A
546;HERBO4;4;E
546;CHARM5;4;A
546;HERBO1;1;A
546;HERBO2;1;A
546;HERBO3;2;A
546;CHARM4;3;E
546;TRANS5;4;E
546;ASTRO3;3;A
546;TRANS1;3;A
546;ASTRO2;3;E
546;HERBO5;4;O
546;CHARM2;1;E
546;DATDA1;1;A
546;ASTRO4;3;E
546;POTIO3;3;A
546;DATDA4;4;A
548;ASTRO1;1;A
548;TRANS4;3;A
548;POTIO1;3;A
548;CHARM1;1;A
548;TRANS2;2;E
548;POTIO4;3;A
548;POTIO5;3;A
548;CHARM3;2;A
548;DATDA5;3;A
548;ASTRO5;3;A
548;TRANS3;2;A
548;DATDA3;2;E
548;DATDA2;1;A
548;POTIO2;4;A
548;HERBO4;3;A
548;CHARM5;3;A
548;HERBO1;1;A
548;HERBO2;1;A
548;HERBO3;2;E
548;CHARM4;2;E
548;TRANS5;3;E
548;ASTRO3;2;A
548;TRANS1;1;A
548;ASTRO2;1;A
548;HERBO5;3;O
548;CHARM2;1;E
548;DATDA1;1;A
548;ASTRO4;4;A
548;POTIO3;2;A
548;DATDA4;3;A
550;ASTRO1;2;A
550;TRANS4;4;E
550;POTIO1;1;A
550;CHARM1;1;A
550;TRANS2;2;E
550;POTIO4;4;A
550;POTIO5;3;A
550;CHARM3;2;A
550;DATDA5;3;A
550;ASTRO5;3;A
550;TRANS3;3;A
550;DATDA3;4;E
550;DATDA2;2;A
550;POTIO2;4;E
550;HERBO4;3;A
550;CHARM5;3;A
550;HERBO1;1;E
550;HERBO2;1;A
550;HERBO3;2;A
550;CHARM4;2;A
550;TRANS5;4;E
550;ASTRO3;2;A
550;TRANS1;1;A
550;ASTRO2;1;E
550;HERBO5;4;E
550;CHARM2;1;A
550;DATDA1;1;A
550;ASTRO4;2;A
550;POTIO3;2;A
550;DATDA4;4;A
551;ASTRO1;1;A
551;TRANS4;4;A
551;POTIO1;1;A
551;CHARM1;2;A
551;TRANS2;2;A
551;POTIO4;4;E
551;POTIO5;4;A
551;CHARM3;2;A
551;DATDA5;3;A
551;ASTRO5;3;A
551;TRANS3;2;A
551;DATDA3;3;A
551;DATDA2;1;A
551;POTIO2;4;A
551;HERBO4;4;A
551;CHARM5;3;A
551;HERBO1;1;E
551;HERBO2;1;A
551;HERBO3;2;A
551;CHARM4;2;E
551;TRANS5;4;E
551;ASTRO3;3;A
551;TRANS1;1;A
551;ASTRO2;1;A
551;HERBO5;4;O
551;CHARM2;1;A
551;DATDA1;3;A
551;ASTRO4;2;A
551;POTIO3;2;A
551;DATDA4;4;A
553;ASTRO1;1;A
553;TRANS4;3;A
553;POTIO1;1;E
553;CHARM1;1;A
553;TRANS2;3;A
553;POTIO4;3;E
553;POTIO5;3;A
553;CHARM3;2;A
553;DATDA5;3;A
553;ASTRO5;3;A
553;TRANS3;2;A
553;DATDA3;2;A
553;DATDA2;1;A
553;POTIO2;4;A
553;HERBO4;3;A
553;CHARM5;3;A
553;HERBO1;1;O
553;HERBO2;1;A
553;HERBO3;2;E
553;CHARM4;2;O
553;TRANS5;3;E
553;ASTRO3;2;A
553;TRANS1;1;E
553;ASTRO2;1;E
553;HERBO5;3;E
553;CHARM2;1;A
553;DATDA1;1;A
553;ASTRO4;2;A
553;POTIO3;2;A
553;DATDA4;3;A
558;ASTRO1;1;A
558;TRANS4;4;A
558;POTIO1;1;A
558;CHARM1;1;E
558;TRANS2;3;A
558;POTIO4;4;E
558;POTIO5;4;A
558;CHARM3;3;A
558;DATDA5;4;A
558;ASTRO5;3;A
558;TRANS3;3;A
558;DATDA3;3;E
558;DATDA2;1;A
558;POTIO2;4;A
558;HERBO4;4;A
558;CHARM5;4;E
558;HERBO1;1;E
558;HERBO2;1;A
558;HERBO3;2;A
558;CHARM4;3;E
558;TRANS5;4;E
558;ASTRO3;3;E
558;TRANS1;3;A
558;ASTRO2;1;A
558;HERBO5;4;A
558;CHARM2;1;E
558;DATDA1;1;A
558;ASTRO4;2;A
558;POTIO3;3;A
558;DATDA4;4;A
559;ASTRO1;1;A
559;TRANS4;3;E
559;POTIO1;1;A
559;CHARM1;1;A
559;TRANS2;2;E
559;POTIO4;3;A
559;POTIO5;4;E
559;CHARM3;2;A
559;DATDA5;3;E
559;ASTRO5;3;E
559;TRANS3;2;E
559;DATDA3;2;A
559;DATDA2;2;A
559;POTIO2;4;A
559;HERBO4;3;A
559;CHARM5;3;A
559;HERBO1;1;O
559;HERBO2;1;E
559;HERBO3;2;E
559;CHARM4;2;A
559;TRANS5;3;E
559;ASTRO3;3;A
559;TRANS1;1;E
559;ASTRO2;1;A
559;HERBO5;3;O
559;CHARM2;1;E
559;DATDA1;1;A
559;ASTRO4;2;A
559;POTIO3;2;E
559;DATDA4;3;A
560;ASTRO1;1;A
560;TRANS4;3;A
560;POTIO1;1;E
560;CHARM1;1;A
560;TRANS2;2;A
560;POTIO4;66;A
560;POTIO5;66;A
560;CHARM3;2;A
560;DATDA5;3;E
560;ASTRO5;3;E
560;TRANS3;3;A
560;DATDA3;3;E
560;DATDA2;1;A
560;POTIO2;66;A
560;HERBO4;3;A
560;CHARM5;3;A
560;HERBO1;1;E
560;HERBO2;1;A
560;HERBO3;3;A
560;CHARM4;3;A
560;TRANS5;66;A
560;ASTRO3;2;A
560;TRANS1;1;A
560;ASTRO2;1;A
560;HERBO5;4;E
560;CHARM2;1;A
560;DATDA1;1;A
560;ASTRO4;2;A
560;POTIO3;2;A
560;DATDA4;66;A
564;ASTRO1;1;A
564;TRANS4;4;A
564;POTIO1;1;A
564;CHARM1;1;A
564;TRANS2;2;A
564;POTIO4;3;E
564;POTIO5;3;A
564;CHARM3;2;A
564;DATDA5;3;A
564;ASTRO5;3;E
564;TRANS3;2;E
564;DATDA3;2;A
564;DATDA2;1;A
564;POTIO2;4;E
564;HERBO4;3;A
564;CHARM5;3;E
564;HERBO1;1;O
564;HERBO2;3;A
564;HERBO3;2;A
564;CHARM4;2;A
564;TRANS5;3;E
564;ASTRO3;2;A
564;TRANS1;1;A
564;ASTRO2;1;E
564;HERBO5;3;E
564;CHARM2;1;A
564;DATDA1;1;A
564;ASTRO4;2;A
564;POTIO3;2;A
564;DATDA4;3;A
566;ASTRO1;1;O
566;TRANS4;3;E
566;POTIO1;1;E
566;CHARM1;1;O
566;TRANS2;2;O
566;POTIO4;3;E
566;POTIO5;3;E
566;CHARM3;2;A
566;DATDA5;3;A
566;ASTRO5;3;E
566;TRANS3;2;E
566;DATDA3;2;E
566;DATDA2;1;A
566;POTIO2;2;A
566;HERBO4;3;E
566;CHARM5;3;A
566;HERBO1;1;O
566;HERBO2;1;E
566;HERBO3;2;E
566;CHARM4;2;E
566;TRANS5;3;O
566;ASTRO3;2;E
566;TRANS1;1;O
566;ASTRO2;1;O
566;HERBO5;4;E
566;CHARM2;1;O
566;DATDA1;1;E
566;ASTRO4;2;A
566;POTIO3;2;E
566;DATDA4;3;A
567;ASTRO1;1;A
567;TRANS4;3;A
567;POTIO1;1;E
567;CHARM1;1;E
567;TRANS2;2;A
567;POTIO4;3;A
567;POTIO5;3;A
567;CHARM3;2;A
567;DATDA5;3;A
567;ASTRO5;3;A
567;TRANS3;2;A
567;DATDA3;2;A
567;DATDA2;1;A
567;POTIO2;4;E
567;HERBO4;3;A
567;CHARM5;3;A
567;HERBO1;1;E
567;HERBO2;1;E
567;HERBO3;4;E
567;CHARM4;2;A
567;TRANS5;3;E
567;ASTRO3;2;A
567;TRANS1;1;A
567;ASTRO2;1;E
567;HERBO5;3;E
567;CHARM2;1;E
567;DATDA1;1;A
567;ASTRO4;2;A
567;POTIO3;2;E
567;DATDA4;3;A
568;ASTRO1;1;A
568;TRANS4;3;E
568;POTIO1;1;O
568;CHARM1;1;O
568;TRANS2;2;E
568;POTIO4;3;O
568;POTIO5;3;A
568;CHARM3;2;A
568;DATDA5;3;A
568;ASTRO5;3;A
568;TRANS3;2;E
568;DATDA3;2;E
568;DATDA2;1;A
568;POTIO2;4;A
568;HERBO4;3;A
568;CHARM5;3;E
568;HERBO1;1;O
568;HERBO2;1;E
568;HERBO3;2;E
568;CHARM4;2;O
568;TRANS5;3;E
568;ASTRO3;2;A
568;TRANS1;1;A
568;ASTRO2;1;E
568;HERBO5;3;O
568;CHARM2;1;O
568;DATDA1;1;E
568;ASTRO4;3;E
568;POTIO3;2;E
568;DATDA4;3;A
569;ASTRO1;2;A
569;TRANS4;4;A
569;POTIO1;2;A
569;CHARM1;1;A
569;TRANS2;2;A
569;POTIO4;4;E
569;POTIO5;4;A
569;CHARM3;3;A
569;DATDA5;3;A
569;ASTRO5;3;A
569;TRANS3;3;E
569;DATDA3;3;E
569;DATDA2;1;A
569;POTIO2;4;A
569;HERBO4;4;A
569;CHARM5;4;A
569;HERBO1;1;A
569;HERBO2;1;A
569;HERBO3;2;A
569;CHARM4;3;E
569;TRANS5;4;E
569;ASTRO3;2;A
569;TRANS1;1;A
569;ASTRO2;1;E
569;HERBO5;4;E
569;CHARM2;1;A
569;DATDA1;1;A
569;ASTRO4;2;A
569;POTIO3;2;A
569;DATDA4;4;A
570;ASTRO1;1;A
570;TRANS4;4;A
570;POTIO1;1;A
570;CHARM1;2;A
570;TRANS2;3;A
570;POTIO4;4;A
570;POTIO5;4;A
570;CHARM3;3;A
570;DATDA5;3;A
570;ASTRO5;3;A
570;TRANS3;2;A
570;DATDA3;2;A
570;DATDA2;1;A
570;POTIO2;4;A
570;HERBO4;3;A
570;CHARM5;3;A
570;HERBO1;1;A
570;HERBO2;1;A
570;HERBO3;2;A
570;CHARM4;2;E
570;TRANS5;4;E
570;ASTRO3;3;A
570;TRANS1;1;A
570;ASTRO2;1;O
570;HERBO5;4;E
570;CHARM2;1;A
570;DATDA1;1;A
570;ASTRO4;3;A
570;POTIO3;2;A
570;DATDA4;4;A
573;ASTRO1;2;O
573;TRANS4;4;A
573;POTIO1;1;O
573;CHARM1;1;E
573;TRANS2;2;O
573;POTIO4;4;E
573;POTIO5;4;E
573;CHARM3;3;E
573;DATDA5;4;O
573;ASTRO5;4;O
573;TRANS3;3;E
573;DATDA3;2;A
573;DATDA2;1;A
573;POTIO2;3;A
573;HERBO4;4;E
573;CHARM5;4;O
573;HERBO1;2;E
573;HERBO2;2;A
573;HERBO3;3;E
573;CHARM4;3;E
573;TRANS5;4;A
573;ASTRO3;2;E
573;TRANS1;1;O
573;ASTRO2;2;O
573;HERBO5;4;E
573;CHARM2;1;E
573;DATDA1;1;O
573;ASTRO4;3;E
573;POTIO3;2;A
573;DATDA4;4;E
574;ASTRO1;1;A
574;TRANS4;4;A
574;POTIO1;2;O
574;CHARM1;2;O
574;TRANS2;3;E
574;POTIO4;4;O
574;POTIO5;4;E
574;CHARM3;2;A
574;DATDA5;4;O
574;ASTRO5;4;O
574;TRANS3;3;E
574;DATDA3;3;E
574;DATDA2;2;A
574;POTIO2;3;A
574;HERBO4;4;O
574;CHARM5;4;A
574;HERBO1;2;O
574;HERBO2;2;O
574;HERBO3;3;E
574;CHARM4;3;E
574;TRANS5;4;O
574;ASTRO3;3;E
574;TRANS1;1;E
